year,sex,hindfoot_length,weight,genus,species,taxa,plot_type
1998,M,37.0,57.0,Dipodomys,ordii,Rodent,Spectab exclosure
1984,F,35.0,45.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1982,not reported,19.0,19.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure
1982,M,35.0,43.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1989,M,34.0,45.0,Dipodomys,merriami,Rodent,Control
1985,F,36.0,37.0,Dipodomys,merriami,Rodent,Control
2001,M,28.0,49.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1980,M,36.0,,Dipodomys,merriami,Rodent,Control
1991,M,16.0,8.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1991,M,22.0,26.0,Onychomys,torridus,Rodent,Control
1982,F,50.0,106.0,Dipodomys,spectabilis,Rodent,Control
2001,F,21.0,26.0,Chaetodipus,baileyi,Rodent,Control
1993,F,22.0,26.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure
1995,F,37.0,46.0,Dipodomys,merriami,Rodent,Spectab exclosure
1999,M,26.0,28.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1983,F,37.0,44.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1986,M,39.0,46.0,Dipodomys,merriami,Rodent,Control
1990,F,34.0,110.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1991,M,21.0,7.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1997,F,26.0,29.0,Chaetodipus,baileyi,Rodent,Control
1990,F,22.0,19.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
2002,F,27.0,28.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1987,M,37.0,51.0,Dipodomys,ordii,Rodent,Control
1986,F,,,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1999,F,20.0,25.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1996,F,15.0,7.0,Perognathus,flavus,Rodent,Control
1986,M,17.0,11.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1989,not reported,,,Amphispiza,bilineata,Bird,Short-term Krat Exclosure
1996,F,36.0,39.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1994,F,36.0,40.0,Dipodomys,merriami,Rodent,Control
1983,M,20.0,21.0,Peromyscus,eremicus,Rodent,Rodent Exclosure
2002,M,28.0,35.0,Chaetodipus,baileyi,Rodent,Spectab exclosure
1987,M,31.0,99.0,Neotoma,albigula,Rodent,Spectab exclosure
1995,M,38.0,54.0,Dipodomys,merriami,Rodent,Control
1980,F,50.0,111.0,Dipodomys,spectabilis,Rodent,Control
1991,F,33.0,190.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
2002,M,25.0,42.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1995,M,36.0,38.0,Dipodomys,merriami,Rodent,Control
1997,M,36.0,52.0,Dipodomys,ordii,Rodent,Spectab exclosure
2001,M,21.0,19.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
2001,M,21.0,16.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
2001,M,35.0,47.0,Dipodomys,merriami,Rodent,Control
1991,M,19.0,20.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1996,M,20.0,26.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1991,M,35.0,,Dipodomys,merriami,Rodent,Control
2001,M,20.0,20.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1990,M,17.0,9.0,Reithrodontomys,megalotis,Rodent,Control
1978,F,,126.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
1980,F,,7.0,Perognathus,flavus,Rodent,Control
1979,M,36.0,44.0,Dipodomys,merriami,Rodent,Control
2002,F,26.0,30.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1980,M,36.0,47.0,Dipodomys,merriami,Rodent,Control
2001,F,25.0,25.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1985,F,19.0,26.0,Onychomys,leucogaster,Rodent,Control
1988,M,21.0,21.0,Peromyscus,eremicus,Rodent,Control
1978,M,,,Dipodomys,merriami,Rodent,Control
1994,F,16.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1987,M,32.0,154.0,Neotoma,albigula,Rodent,Rodent Exclosure
1992,M,12.0,7.0,Baiomys,taylori,Rodent,Long-term Krat Exclosure
1998,M,38.0,,Dipodomys,merriami,Rodent,Control
2001,F,26.0,29.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1996,F,39.0,52.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
2002,F,26.0,30.0,Chaetodipus,baileyi,Rodent,Control
1983,F,33.0,33.0,Dipodomys,merriami,Rodent,Control
1997,F,34.0,47.0,Dipodomys,ordii,Rodent,Spectab exclosure
1979,M,37.0,31.0,Dipodomys,merriami,Rodent,Spectab exclosure
1986,M,34.0,52.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
1981,F,35.0,57.0,Dipodomys,ordii,Rodent,Control
1996,M,37.0,49.0,Dipodomys,merriami,Rodent,Control
1981,M,34.0,162.0,Neotoma,albigula,Rodent,Control
1979,M,15.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1994,F,16.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1980,F,36.0,41.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1980,M,50.0,134.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1982,F,37.0,43.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1979,F,37.0,47.0,Dipodomys,merriami,Rodent,Control
1983,F,39.0,38.0,Dipodomys,merriami,Rodent,Control
1982,M,37.0,42.0,Dipodomys,merriami,Rodent,Spectab exclosure
1995,F,37.0,48.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1982,F,,,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
1988,F,20.0,25.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
2001,F,26.0,30.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1996,F,36.0,40.0,Dipodomys,merriami,Rodent,Control
1990,F,37.0,42.0,Dipodomys,merriami,Rodent,Spectab exclosure
1996,M,20.0,18.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure
1979,M,46.0,71.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1983,F,48.0,134.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
2002,F,26.0,31.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1987,M,36.0,54.0,Dipodomys,ordii,Rodent,Control
2001,M,35.0,,Dipodomys,ordii,Rodent,Control
1999,M,36.0,49.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1986,F,36.0,44.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1983,F,37.0,39.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1987,F,36.0,50.0,Dipodomys,ordii,Rodent,Control
1993,F,37.0,58.0,Dipodomys,merriami,Rodent,Control
1995,M,15.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1978,F,37.0,45.0,Dipodomys,merriami,Rodent,Control
1985,F,29.0,111.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1990,F,36.0,42.0,Dipodomys,merriami,Rodent,Control
1977,M,37.0,44.0,Dipodomys,merriami,Rodent,Spectab exclosure
2001,F,27.0,32.0,Chaetodipus,baileyi,Rodent,Control
1988,M,37.0,55.0,Dipodomys,merriami,Rodent,Control
1978,M,20.0,18.0,Onychomys,torridus,Rodent,Rodent Exclosure
1997,M,22.0,24.0,Peromyscus,maniculatus,Rodent,Short-term Krat Exclosure
1985,F,16.0,7.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1982,F,36.0,29.0,Dipodomys,merriami,Rodent,Control
2000,M,37.0,43.0,Dipodomys,merriami,Rodent,Control
1987,M,33.0,56.0,Dipodomys,ordii,Rodent,Rodent Exclosure
1991,F,16.0,14.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
1985,M,35.0,45.0,Dipodomys,ordii,Rodent,Control
1978,F,22.0,,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1984,M,33.0,40.0,Dipodomys,merriami,Rodent,Spectab exclosure
1991,not reported,,,Dipodomys,merriami,Rodent,Control
2000,F,20.0,16.0,Chaetodipus,penicillatus,Rodent,Control
2000,F,23.0,24.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
1990,F,21.0,25.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
1987,F,17.0,14.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1979,F,20.0,17.0,Onychomys,torridus,Rodent,Control
1990,F,17.0,12.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
2002,M,28.0,,Chaetodipus,baileyi,Rodent,Rodent Exclosure
1980,F,15.0,9.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1978,F,35.0,45.0,Dipodomys,merriami,Rodent,Control
1989,not reported,,,Amphispiza,bilineata,Bird,Long-term Krat Exclosure
1990,F,17.0,11.0,Reithrodontomys,megalotis,Rodent,Control
1979,F,33.0,217.0,Neotoma,albigula,Rodent,Control
1992,M,15.0,9.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1978,F,47.0,133.0,Dipodomys,spectabilis,Rodent,Control
1982,M,21.0,24.0,Onychomys,torridus,Rodent,Rodent Exclosure
2002,M,36.0,48.0,Dipodomys,merriami,Rodent,Control
1980,F,49.0,120.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
1996,M,36.0,53.0,Dipodomys,merriami,Rodent,Control
1986,M,37.0,51.0,Dipodomys,merriami,Rodent,Control
1977,M,36.0,,Dipodomys,merriami,Rodent,Control
1987,M,37.0,40.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1984,M,36.0,54.0,Dipodomys,ordii,Rodent,Control
1998,M,23.0,11.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
1990,M,36.0,59.0,Dipodomys,ordii,Rodent,Control
1992,M,17.0,11.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
2000,F,22.0,20.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure
1997,M,16.0,8.0,Perognathus,flavus,Rodent,Control
1991,M,20.0,,Onychomys,torridus,Rodent,Control
1998,M,20.0,23.0,Onychomys,torridus,Rodent,Spectab exclosure
1991,M,36.0,44.0,Dipodomys,merriami,Rodent,Spectab exclosure
1992,not reported,,,Ammospermophilus,harrisi,Rodent,Rodent Exclosure
1978,F,34.0,115.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
1987,F,36.0,45.0,Dipodomys,merriami,Rodent,Control
1997,F,15.0,10.0,Perognathus,flavus,Rodent,Control
1996,M,35.0,49.0,Dipodomys,ordii,Rodent,Control
1981,M,47.0,96.0,Dipodomys,spectabilis,Rodent,Control
1995,F,21.0,22.0,Onychomys,torridus,Rodent,Control
1980,F,35.0,59.0,Dipodomys,ordii,Rodent,Control
1996,not reported,,,Ammospermophilus,harrisi,Rodent,Rodent Exclosure
1978,F,34.0,41.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1984,F,36.0,45.0,Dipodomys,ordii,Rodent,Control
1995,F,32.0,171.0,Neotoma,albigula,Rodent,Control
1980,M,,49.0,Dipodomys,merriami,Rodent,Rodent Exclosure
2002,F,36.0,49.0,Dipodomys,merriami,Rodent,Control
1983,F,50.0,160.0,Dipodomys,spectabilis,Rodent,Control
1982,F,20.0,33.0,Onychomys,torridus,Rodent,Control
1988,F,36.0,42.0,Dipodomys,merriami,Rodent,Control
1977,M,14.0,,Perognathus,flavus,Rodent,Spectab exclosure
1983,M,21.0,15.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure
1996,not reported,,,Chaetodipus,sp.,Rodent,Long-term Krat Exclosure
1986,M,37.0,42.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1999,M,21.0,21.0,Chaetodipus,penicillatus,Rodent,Control
1989,F,33.0,148.0,Neotoma,albigula,Rodent,Rodent Exclosure
1986,M,20.0,23.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
1991,M,15.0,,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1997,M,38.0,49.0,Dipodomys,merriami,Rodent,Control
1981,F,36.0,40.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1982,M,16.0,9.0,Reithrodontomys,megalotis,Rodent,Control
1995,M,37.0,49.0,Dipodomys,merriami,Rodent,Spectab exclosure
1989,F,37.0,43.0,Dipodomys,merriami,Rodent,Control
1992,M,34.0,44.0,Dipodomys,merriami,Rodent,Control
2002,F,21.0,17.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2001,M,22.0,17.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure
1980,M,21.0,23.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
2001,M,21.0,21.0,Onychomys,torridus,Rodent,Control
2001,F,36.0,36.0,Dipodomys,merriami,Rodent,Control
1978,M,,135.0,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1983,M,37.0,47.0,Dipodomys,merriami,Rodent,Control
1990,F,17.0,8.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
2000,F,21.0,18.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1998,M,35.0,42.0,Dipodomys,merriami,Rodent,Control
1983,M,37.0,48.0,Dipodomys,merriami,Rodent,Control
1998,M,32.0,28.0,Dipodomys,merriami,Rodent,Spectab exclosure
1985,F,50.0,122.0,Dipodomys,spectabilis,Rodent,Control
1991,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1995,F,21.0,14.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1980,F,,7.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1997,F,20.0,23.0,Onychomys,torridus,Rodent,Spectab exclosure
2001,F,26.0,49.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1981,M,36.0,49.0,Dipodomys,ordii,Rodent,Spectab exclosure
1978,M,52.0,132.0,Dipodomys,spectabilis,Rodent,Rodent Exclosure
2002,F,26.0,32.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
2002,M,34.0,227.0,Neotoma,albigula,Rodent,Spectab exclosure
1996,M,16.0,8.0,Perognathus,flavus,Rodent,Control
1989,F,17.0,13.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
2002,F,26.0,43.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1997,M,27.0,34.0,Chaetodipus,baileyi,Rodent,Control
1978,M,37.0,42.0,Dipodomys,merriami,Rodent,Spectab exclosure
1986,M,37.0,50.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1998,M,23.0,16.0,Chaetodipus,penicillatus,Rodent,Control
1982,M,17.0,16.0,Peromyscus,eremicus,Rodent,Rodent Exclosure
2001,F,36.0,61.0,Dipodomys,ordii,Rodent,Control
1999,M,22.0,14.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1989,M,21.0,23.0,Peromyscus,eremicus,Rodent,Control
1997,F,37.0,49.0,Dipodomys,ordii,Rodent,Control
1997,M,24.0,22.0,Chaetodipus,penicillatus,Rodent,Control
1997,F,19.0,24.0,Peromyscus,maniculatus,Rodent,Control
1995,F,36.0,36.0,Dipodomys,merriami,Rodent,Control
1997,F,37.0,42.0,Dipodomys,merriami,Rodent,Control
1983,M,37.0,47.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1998,F,37.0,48.0,Dipodomys,merriami,Rodent,Control
1981,M,,54.0,Dipodomys,ordii,Rodent,Control
1982,M,20.0,23.0,Peromyscus,eremicus,Rodent,Control
1987,M,49.0,132.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
1997,M,27.0,26.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1990,M,37.0,48.0,Dipodomys,merriami,Rodent,Control
1989,M,37.0,49.0,Dipodomys,merriami,Rodent,Spectab exclosure
1982,F,51.0,131.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
1996,F,16.0,11.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1980,M,,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
2001,M,21.0,23.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1987,M,37.0,51.0,Dipodomys,merriami,Rodent,Control
1982,F,22.0,16.0,Chaetodipus,penicillatus,Rodent,Control
1997,F,16.0,7.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1979,F,21.0,27.0,Onychomys,torridus,Rodent,Control
1982,M,36.0,34.0,Dipodomys,merriami,Rodent,Control
1981,M,36.0,53.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1997,M,36.0,44.0,Dipodomys,ordii,Rodent,Control
1983,M,21.0,26.0,Peromyscus,eremicus,Rodent,Rodent Exclosure
1995,M,16.0,7.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1990,F,15.0,9.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1985,F,37.0,43.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1980,M,,58.0,Dipodomys,merriami,Rodent,Control
1986,not reported,,,Ammospermophilus,harrisi,Rodent,Short-term Krat Exclosure
1995,F,38.0,48.0,Dipodomys,merriami,Rodent,Control
2000,F,36.0,47.0,Dipodomys,merriami,Rodent,Control
2001,F,25.0,33.0,Chaetodipus,baileyi,Rodent,Control
1984,F,35.0,36.0,Dipodomys,merriami,Rodent,Control
1981,F,37.0,38.0,Dipodomys,merriami,Rodent,Control
1981,M,49.0,101.0,Dipodomys,spectabilis,Rodent,Control
1987,F,37.0,52.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
1997,F,37.0,53.0,Dipodomys,merriami,Rodent,Control
1989,F,37.0,42.0,Dipodomys,merriami,Rodent,Control
2001,F,26.0,30.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1995,M,17.0,9.0,Perognathus,flavus,Rodent,Control
1989,M,18.0,12.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1997,M,18.0,18.0,Peromyscus,eremicus,Rodent,Control
2001,F,27.0,32.0,Chaetodipus,baileyi,Rodent,Control
1989,F,33.0,118.0,Neotoma,albigula,Rodent,Control
1987,M,36.0,45.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1985,F,50.0,102.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
1983,F,20.0,22.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1982,M,14.0,5.0,Perognathus,flavus,Rodent,Control
1993,M,16.0,9.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
2000,M,20.0,15.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1988,F,34.0,43.0,Dipodomys,merriami,Rodent,Spectab exclosure
1990,F,15.0,9.0,Baiomys,taylori,Rodent,Long-term Krat Exclosure
1984,F,53.0,122.0,Dipodomys,spectabilis,Rodent,Control
1988,M,21.0,30.0,Onychomys,torridus,Rodent,Control
1983,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1991,F,14.0,7.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1998,F,35.0,,Dipodomys,merriami,Rodent,Control
1992,F,36.0,39.0,Dipodomys,merriami,Rodent,Spectab exclosure
1981,M,21.0,42.0,Onychomys,leucogaster,Rodent,Control
2002,F,31.0,171.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1988,F,21.0,23.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure
1997,M,21.0,17.0,Peromyscus,eremicus,Rodent,Rodent Exclosure
2002,F,22.0,22.0,Chaetodipus,penicillatus,Rodent,Control
2002,M,21.0,13.0,Chaetodipus,penicillatus,Rodent,Control
2002,F,37.0,51.0,Dipodomys,ordii,Rodent,Control
1999,F,25.0,35.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1989,F,17.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1980,F,,45.0,Dipodomys,merriami,Rodent,Spectab exclosure
2002,M,9.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1996,M,37.0,45.0,Dipodomys,merriami,Rodent,Control
1981,F,32.0,105.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1988,F,20.0,12.0,Peromyscus,eremicus,Rodent,Spectab exclosure
1982,F,49.0,106.0,Dipodomys,spectabilis,Rodent,Control
1987,M,50.0,100.0,Dipodomys,spectabilis,Rodent,Control
1991,F,14.0,18.0,Baiomys,taylori,Rodent,Long-term Krat Exclosure
1981,F,20.0,37.0,Onychomys,leucogaster,Rodent,Rodent Exclosure
1998,M,34.0,59.0,Dipodomys,ordii,Rodent,Spectab exclosure
1985,M,36.0,39.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1989,F,36.0,40.0,Dipodomys,merriami,Rodent,Control
1998,F,27.0,19.0,Chaetodipus,baileyi,Rodent,Control
1992,F,38.0,38.0,Dipodomys,merriami,Rodent,Spectab exclosure
1998,F,36.0,44.0,Dipodomys,merriami,Rodent,Control
2002,F,34.0,30.0,Dipodomys,merriami,Rodent,Control
1991,F,37.0,41.0,Dipodomys,merriami,Rodent,Control
1981,F,47.0,138.0,Dipodomys,spectabilis,Rodent,Control
1980,M,,53.0,Dipodomys,merriami,Rodent,Control
1999,F,25.0,29.0,Chaetodipus,baileyi,Rodent,Control
1978,M,34.0,23.0,Dipodomys,ordii,Rodent,Control
1981,F,36.0,42.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1998,not reported,,,Spermophilus,spilosoma,Rodent,Spectab exclosure
1986,F,35.0,44.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
1993,F,,12.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1978,F,50.0,136.0,Dipodomys,spectabilis,Rodent,Control
1989,M,36.0,53.0,Dipodomys,ordii,Rodent,Control
1989,F,,52.0,Dipodomys,ordii,Rodent,Control
2000,M,26.0,17.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure
1982,F,,40.0,Dipodomys,merriami,Rodent,Control
1984,F,16.0,7.0,Reithrodontomys,megalotis,Rodent,Control
1982,F,19.0,21.0,Peromyscus,eremicus,Rodent,Control
1984,M,20.0,23.0,Onychomys,torridus,Rodent,Control
2002,not reported,,,Ammospermophilus,harrisi,Rodent,Control
1995,M,33.0,22.0,Dipodomys,merriami,Rodent,Control
1982,M,36.0,43.0,Dipodomys,merriami,Rodent,Rodent Exclosure
2002,not reported,,,Ammospermophilus,harrisi,Rodent,Control
1985,not reported,,,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
2001,F,26.0,29.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1980,M,35.0,48.0,Dipodomys,ordii,Rodent,Control
1977,not reported,,,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1989,F,36.0,36.0,Dipodomys,merriami,Rodent,Control
1997,M,36.0,50.0,Dipodomys,merriami,Rodent,Control
1980,M,21.0,35.0,Onychomys,leucogaster,Rodent,Spectab exclosure
1982,M,15.0,9.0,Reithrodontomys,megalotis,Rodent,Spectab exclosure
1998,M,36.0,46.0,Dipodomys,merriami,Rodent,Control
2001,F,36.0,40.0,Dipodomys,merriami,Rodent,Control
2002,M,25.0,47.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1989,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1997,M,36.0,48.0,Dipodomys,merriami,Rodent,Control
2000,F,23.0,17.0,Chaetodipus,penicillatus,Rodent,Control
1979,F,36.0,,Dipodomys,merriami,Rodent,Spectab exclosure
1987,M,37.0,40.0,Dipodomys,merriami,Rodent,Rodent Exclosure
1997,M,15.0,7.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1997,M,19.0,21.0,Onychomys,torridus,Rodent,Spectab exclosure
1987,M,19.0,23.0,Peromyscus,eremicus,Rodent,Control
1997,F,27.0,35.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure
1984,F,37.0,34.0,Dipodomys,merriami,Rodent,Control
1979,F,36.0,46.0,Dipodomys,merriami,Rodent,Control
1994,F,37.0,39.0,Dipodomys,merriami,Rodent,Control
1997,M,38.0,49.0,Dipodomys,ordii,Rodent,Spectab exclosure
1982,M,21.0,22.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
1997,M,27.0,41.0,Chaetodipus,baileyi,Rodent,Control
1982,M,32.0,102.0,Neotoma,albigula,Rodent,Control
1997,F,19.0,23.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1997,M,16.0,9.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1990,F,35.0,40.0,Dipodomys,ordii,Rodent,Control
1997,M,15.0,11.0,Perognathus,flavus,Rodent,Control
2002,F,35.0,55.0,Dipodomys,ordii,Rodent,Long-term Krat Exclosure
1991,M,36.0,54.0,Dipodomys,ordii,Rodent,Spectab exclosure
1980,F,35.0,38.0,Dipodomys,merriami,Rodent,Control
1979,M,46.0,86.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
2002,F,16.0,12.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
2000,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Control
1981,M,36.0,42.0,Dipodomys,merriami,Rodent,Control
1978,M,38.0,44.0,Dipodomys,merriami,Rodent,Control
1992,F,15.0,9.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1978,F,51.0,116.0,Dipodomys,spectabilis,Rodent,Control
1993,M,15.0,9.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1990,M,36.0,44.0,Dipodomys,merriami,Rodent,Control
1989,F,16.0,6.0,Reithrodontomys,megalotis,Rodent,Spectab exclosure
1980,M,49.0,114.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
1981,M,50.0,98.0,Dipodomys,spectabilis,Rodent,Spectab exclosure
1996,M,23.0,16.0,Chaetodipus,penicillatus,Rodent,Control
1983,F,17.0,14.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
1992,F,36.0,55.0,Dipodomys,ordii,Rodent,Control
1999,F,17.0,10.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
1992,M,17.0,11.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
1985,F,34.0,49.0,Dipodomys,ordii,Rodent,Rodent Exclosure
1998,F,35.0,38.0,Dipodomys,merriami,Rodent,Control
2000,M,23.0,20.0,Chaetodipus,penicillatus,Rodent,Control
1988,F,36.0,50.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
1992,M,33.0,25.0,Dipodomys,merriami,Rodent,Control
1985,F,52.0,94.0,Dipodomys,spectabilis,Rodent,Control
2000,F,22.0,19.0,Chaetodipus,penicillatus,Rodent,Control
1992,M,36.0,43.0,Dipodomys,merriami,Rodent,Control
1988,M,53.0,160.0,Dipodomys,spectabilis,Rodent,Control
1986,F,46.0,102.0,Dipodomys,spectabilis,Rodent,Control
1983,M,22.0,36.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1997,M,22.0,15.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1983,F,37.0,43.0,Dipodomys,merriami,Rodent,Control
1997,F,35.0,50.0,Dipodomys,ordii,Rodent,Control
1997,M,20.0,19.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure
1989,not reported,,,Amphispiza,bilineata,Bird,Rodent Exclosure
